scenario_id,tier,seed,controller,time_s,alpha_rad,q_radps,theta_rad,measured_alpha_rad,measured_q_radps,measured_theta_rad,alpha_ref_rad,q_ref_radps,theta_ref_rad,alpha_min_rad,alpha_max_rad,q_min_radps,q_max_radps,alpha_error_rad,q_error_rad,theta_error_rad,solver_status,solve_time_s,solver_failure,learned_delta_flap_raw_rad,safety_delta_flap_raw_rad,pitching_moment_nm,cm,flap_effectiveness,delta_flap_raw_rad,delta_flap_delayed_rad,delta_flap_lagged_rad,delta_flap_rad,delta_flap_rate_radps,flap_saturated,flap_rate_saturated,altitude_m,velocity_mps,mach,density_kgm3,dynamic_pressure_pa,density_scale,cm_alpha_scale,cm_delta_scale,cm_q_scale,actuator_lag_s,actuator_delay_s,sensor_noise_alpha_rad,sensor_noise_q_radps,sensor_noise_theta_rad,initial_alpha_error_rad,initial_q_error_radps,initial_theta_error_rad,external_disturbance_moment_nm,corridor_violation
5,moderate,60,ridge_no_safety,0.0,0.07958738523429024,0.05011565540458946,0.06082502161688253,0.08097626814000534,0.04949454627666433,0.060648953347743145,0.12,-1.5202636718752993e-05,0.08,0.04999999999999999,0.19,-0.08,0.08,-0.04041261476570976,0.050130858041308214,-0.01917497838311747,not_applicable,0.0,False,0.4134535650958265,0.35,320.08997769882586,-0.008208081118293173,0.4015798869488264,0.35,0.0,0.0,0.0,0.0,False,False,82000.0,6200.0,21.012104371718653,4.7328407301567205e-06,90.96519883361216,0.9472851438103829,0.8581439175685014,0.8218883549768894,1.1961966085206186,0.3021514856561525,1.0,0.002904553797721493,0.0014873038666191403,0.0011797634968893586,-0.040412614765709766,0.050130858041308214,-0.01917497838311747,339.20421081160555,False
5,moderate,60,ridge_no_safety,0.5,0.09502742149557694,0.0501219371677195,0.08588442959404392,0.08798931931508247,0.0486269921666852,0.0863899368344467,0.12002304098079561,-3.0341796874999716e-05,0.07999239868164063,0.0500230409807956,0.19002304098079562,-0.08,0.08,-0.024995619485218667,0.0501522789645945,0.005892030912403298,not_applicable,0.0,False,0.3901613811550192,0.35,308.3003328921831,-0.013269503088209891,0.40159248685423254,0.35,0.0,0.0,0.0,0.0,False,False,81998.8598022461,6199.7501458924335,21.01125760388222,4.733691761480042e-06,90.97422286295219,0.9472851438103829,0.8581439175685014,0.8218883549768894,1.1961966085206186,0.3021514856561525,1.0,0.002904553797721493,0.0014873038666191403,0.0011797634968893586,-0.040412614765709766,0.050130858041308214,-0.01917497838311747,339.20421081160555,False
5,moderate,60,ridge_no_safety,1.0,0.10886205454722458,0.0501279956101861,0.11094692160082748,0.10484014080788344,0.04916464370808103,0.11177021415869384,0.12009173525377229,-6.052490234374763e-05,0.079969658203125,0.05009173525377228,0.1900917352537723,-0.08,0.08,-0.011229680706547701,0.050188520512529845,0.030977263397702473,not_applicable,0.0,False,0.4280509469182972,0.35,278.34775904656703,-0.02612189344272202,0.40162486243193063,0.35,0.35,0.2831043410702239,0.09,0.18,False,True,81995.44873046875,6199.108143368448,21.00908182581111,4.7362386625228535e-06,91.00431989298022,0.9472851438103829,0.8581439175685014,0.8218883549768894,1.1961966085206186,0.3021514856561525,1.0,0.002904553797721493,0.0014873038666191403,0.0011797634968893586,-0.040412614765709766,0.050130858041308214,-0.01917497838311747,339.20421081160555,False
5,moderate,60,ridge_no_safety,1.5,0.12125831886173855,0.050133466156462275,0.13601229494089045,0.12257050758726672,0.050220784414272975,0.13671357885677626,0.12020543981481481,-9.05175781250045e-05,0.07993187377929688,0.0502054398148148,0.1902054398148148,-0.08,0.08,0.0010528790469237354,0.05022398373458728,0.05608042116159358,not_applicable,0.0,False,0.4851664703875227,0.35,249.45017906558996,-0.03850362790041368,0.4016744554206741,0.35,0.35,0.3372142023324316,0.18,0.18,False,True,81989.78106689453,6198.124722339112,21.005748963664374,4.740473494260831e-06,91.0567927299408,0.9472851438103829,0.8581439175685014,0.8218883549768894,1.1961966085206186,0.3021514856561525,1.0,0.002904553797721493,0.0014873038666191403,0.0011797634968893586,-0.040412614765709766,0.050130858041308214,-0.01917497838311747,339.20421081160555,False
5,moderate,60,ridge_no_safety,2.0,0.1323657697101239,0.05013836873003272,0.16108026074338375,0.13364585238441495,0.05067439519753814,0.16150155148906273,0.12036351165980795,-0.00012031982421875642,0.079879140625,0.050363511659807944,0.19036351165980797,-0.08,0.08,0.012002258050315948,0.050258688554251474,0.08120112011838375,not_applicable,0.0,False,0.512322777039414,0.35,221.471047723592,-0.05046461355934892,0.4017399997587981,0.35,0.35,0.34755624468595775,0.27,0.18000000000000005,False,True,81981.87109375,6196.824988604601,21.00134410223131,4.746390092008396e-06,91.13220846756175,0.9472851438103829,0.8581439175685014,0.8218883549768894,1.1961966085206186,0.3021514856561525,1.0,0.002904553797721493,0.0014873038666191403,0.0011797634968893586,-0.040412614765709766,0.050130858041308214,-0.01917497838311747,339.20421081160555,False
5,moderate,60,ridge_no_safety,2.5,0.14231839262448626,0.05014272064908159,0.18615053943758544,0.14206184530832572,0.050473045906687705,0.18469901786776838,0.12056530778463648,-0.00014993164062498954,0.07981155395507812,0.05056530778463647,0.19056530778463648,-0.08,0.08,0.02175308483984978,0.05029265228970658,0.10633898548250732,not_applicable,0.0,False,0.5125533709151007,0.35,196.54714034033324,-0.061081724580470495,0.4018206300465545,0.35,0.35,0.3495329239371543,0.3495329239371543,0.15906584787430855,False,False,81971.73309326172,6195.226102903411,20.995925400097143,4.753984035461403e-06,91.23091814381692,0.9472851438103829,0.8581439175685014,0.8218883549768894,1.1961966085206186,0.3021514856561525,1.0,0.002904553797721493,0.0014873038666191403,0.0011797634968893586,-0.040412614765709766,0.050130858041308214,-0.01917497838311747,339.20421081160555,False
5,moderate,60,ridge_no_safety,3.0,0.15123623495684765,0.050146582079560784,0.2112228708146129,0.1518258943660011,0.04946162619424009,0.21163415690016107,0.12081018518518519,-0.00017935302734374547,0.07972920898437501,0.05081018518518518,0.1908101851851852,-0.08,0.08,0.030426049771662467,0.05032593510690453,0.13149366183023792,not_applicable,0.0,False,0.4852329196703792,0.35,189.4345037485683,-0.06404133575812213,0.40191568368588926,0.35,0.35,0.349910727540016,0.349910727540016,0.0007556072057234298,False,False,81959.38134765625,6193.341204448907,20.98953738670099,4.763252621913871e-06,91.3531723361643,0.9472851438103829,0.8581439175685014,0.8218883549768894,1.1961966085206186,0.3021514856561525,1.0,0.002904553797721493,0.0014873038666191403,0.0011797634968893586,-0.040412614765709766,0.050130858041308214,-0.01917497838311747,339.20421081160555,False
5,moderate,60,ridge_no_safety,3.5,0.1592269388918904,0.05015030840810136,0.23629709854557254,0.1638746890574182,0.049061265469808185,0.23903397978558988,0.12109750085733882,-0.00020858398437501036,0.07963220092773438,0.051097500857338815,0.19109750085733884,-0.08,0.08,0.038129438034551585,0.05035889239247637,0.15666489761783817,not_applicable,0.0,False,0.48226891085436485,0.35,183.04146201311133,-0.06666844635002322,0.40202462079258067,0.35,0.35,0.34998293731418595,0.34998293731418595,0.00014441954833988024,False,False,81944.83013916016,6191.180999058791,20.98221634458463,4.774194842537487e-06,91.49916803092046,0.9472851438103829,0.8581439175685014,0.8218883549768894,1.1961966085206186,0.3021514856561525,1.0,0.002904553797721493,0.0014873038666191403,0.0011797634968893586,-0.040412614765709766,0.050130858041308214,-0.01917497838311747,339.20421081160555,False
5,moderate,60,ridge_no_safety,4.0,0.16638701985931645,0.050153913276559985,0.26137315855140564,0.1618546060580748,0.04984566722914628,0.26037273255908533,0.12142661179698216,-0.00023762451171874255,0.079520625,0.05142661179698216,0.19142661179698217,-0.08,0.08,0.044960408062334284,0.05039153778827873,0.18185253355140563,not_applicable,0.0,False,0.5042007410704852,0.35,177.23886691600046,-0.0690175113936766,0.40214698367832524,0.35,0.35,0.34999673880111243,0.34999673880111243,2.760297385295818e-05,False,False,81928.09375,6188.754562618874,20.973993032370615,4.7868113616209375e-06,91.66907235808758,0.9472851438103829,0.8581439175685014,0.8218883549768894,1.1961966085206186,0.3021514856561525,1.0,0.002904553797721493,0.0014873038666191403,0.0011797634968893586,-0.040412614765709766,0.050130858041308214,-0.01917497838311747,339.20421081160555,False
5,moderate,60,ridge_no_safety,4.5,0.17280294553785405,0.050157407823790294,0.2864509929416803,0.17521229387705947,0.0502312007380489,0.2866698027552462,0.121796875,-0.00026647460937499756,0.07939457641601563,0.05179687499999999,0.191796875,-0.08,0.08,0.051006070537854054,0.05042388243316529,0.20705641652566467,not_applicable,0.0,False,0.530436697930391,0.35,171.9488714246458,-0.07112122525596495,0.40228237351219553,0.35,0.35,0.34999937668557574,0.34999937668557574,5.275768926615854e-06,False,False,81909.18646240234,6186.0698038826085,20.964894253212666,4.801104498674828e-06,91.86303626363855,0.9472851438103829,0.8581439175685014,0.8218883549768894,1.1961966085206186,0.3021514856561525,1.0,0.002904553797721493,0.0014873038666191403,0.0011797634968893586,-0.040412614765709766,0.050130858041308214,-0.01917497838311747,339.20421081160555,False
