scenario_id,tier,seed,controller,time_s,alpha_rad,q_radps,theta_rad,measured_alpha_rad,measured_q_radps,measured_theta_rad,alpha_ref_rad,q_ref_radps,theta_ref_rad,alpha_min_rad,alpha_max_rad,q_min_radps,q_max_radps,alpha_error_rad,q_error_rad,theta_error_rad,solver_status,solve_time_s,solver_failure,pitching_moment_nm,cm,flap_effectiveness,delta_flap_raw_rad,delta_flap_delayed_rad,delta_flap_lagged_rad,delta_flap_rad,delta_flap_rate_radps,flap_saturated,flap_rate_saturated,altitude_m,velocity_mps,mach,density_kgm3,dynamic_pressure_pa,density_scale,cm_alpha_scale,cm_delta_scale,cm_q_scale,actuator_lag_s,actuator_delay_s,sensor_noise_alpha_rad,sensor_noise_q_radps,sensor_noise_theta_rad,initial_alpha_error_rad,initial_q_error_radps,initial_theta_error_rad,external_disturbance_moment_nm,corridor_violation
7,stress,10062,gain_scheduled_lqr,0.0,0.09143520589628008,0.0686164851671086,0.11341671052271779,0.09062229289064598,0.06831364232937347,0.11291935840924656,0.12,-1.5202636718752993e-05,0.08,0.04999999999999999,0.19,-0.08,0.08,-0.028564794103719912,0.06863168780382735,0.03341671052271779,not_applicable,0.0,False,3407.188411169842,-0.01776657440899627,0.4015798869488264,39.26434598581693,0.0,0.0,0.0,0.0,False,False,82000.0,6200.0,21.012104371718653,6.040132628938684e-06,116.0913491282015,1.2089415706681728,1.0388272811690047,1.3554360679161346,1.3044208428948538,0.5192310882170614,0.5,0.0026701265000948606,0.0005495050286051618,0.003951881981624145,-0.02856479410371991,0.06863168780382735,0.03341671052271779,3459.989578338532,False
7,stress,10062,gain_scheduled_lqr,0.5,0.11441574977697652,0.06868435825467183,0.14774194355823855,0.11352600714640936,0.06883320995720535,0.15247708720116354,0.12002304098079561,-3.0341796874999716e-05,0.07999239868164063,0.0500230409807956,0.19002304098079562,-0.08,0.08,-0.005607291203819087,0.06871470005154683,0.06774954487659793,not_applicable,0.0,False,3339.824895458139,-0.04042908755710939,0.40159248685423254,39.75582448420292,39.26434598581693,24.274777739798537,0.09,0.18,False,True,81998.8598022461,6199.7501458924335,21.01125760388222,6.041218729730432e-06,116.10286574943785,1.2089415706681728,1.0388272811690047,1.3554360679161346,1.3044208428948538,0.5192310882170614,0.5,0.0026701265000948606,0.0005495050286051618,0.003951881981624145,-0.02856479410371991,0.06863168780382735,0.03341671052271779,3459.989578338532,False
7,stress,10062,gain_scheduled_lqr,1.0,0.13503432478593566,0.06875091187692846,0.1821007809932405,0.13326583596409344,0.06889181735087359,0.18209983948027536,0.12009173525377229,-6.052490234374763e-05,0.079969658203125,0.05009173525377228,0.1900917352537723,-0.08,0.08,0.014942589532163375,0.0688114367792722,0.1021311227901155,not_applicable,0.0,False,3275.1355377439977,-0.062173080953145624,0.40162486243193063,39.945271637939655,39.75582448420292,33.84577553600771,0.18,0.18,False,True,81995.44873046875,6199.108143368448,21.00908182581111,6.044469128585679e-06,116.14127609609248,1.2089415706681728,1.0388272811690047,1.3554360679161346,1.3044208428948538,0.5192310882170614,0.5,0.0026701265000948606,0.0005495050286051618,0.003951881981624145,-0.02856479410371991,0.06863168780382735,0.03341671052271779,3459.989578338532,False
7,stress,10062,gain_scheduled_lqr,1.5,0.15353635481554778,0.06881619658394696,0.21649257597288057,0.15131099237890788,0.06922596763797094,0.2266634681572676,0.12020543981481481,-9.05175781250045e-05,0.07993187377929688,0.0502054398148148,0.1902054398148148,-0.08,0.08,0.03333091500073297,0.06890671416207196,0.13656070219358368,not_applicable,0.0,False,3212.785892313292,-0.08309560277347708,0.4016744554206741,40.36379921407158,39.945271637939655,37.61672621611452,0.27,0.18000000000000005,False,True,81989.78106689453,6198.124722339112,21.005748963664374,6.049873693585222e-06,116.20824283187106,1.2089415706681728,1.0388272811690047,1.3554360679161346,1.3044208428948538,0.5192310882170614,0.5,0.0026701265000948606,0.0005495050286051618,0.003951881981624145,-0.02856479410371991,0.06863168780382735,0.03341671052271779,3459.989578338532,False
7,stress,10062,gain_scheduled_lqr,2.0,0.17014172137126263,0.06888025654797275,0.25091670529740806,0.1668833455968553,0.06908808493462082,0.2528184744226845,0.12036351165980795,-0.00012031982421875642,0.079879140625,0.050363511659807944,0.19036351165980797,-0.08,0.08,0.04977820971145468,0.06900057637219151,0.17103756467240805,not_applicable,0.0,False,3157.012966158178,-0.1017589599910092,0.4017399997587981,40.42476828049234,40.36379921407158,39.31507582021839,0.35,0.15999999999999992,True,True,81981.87109375,6196.824988604601,21.00134410223131,6.057424557251449e-06,116.30448969152923,1.2089415706681728,1.0388272811690047,1.3554360679161346,1.3044208428948538,0.5192310882170614,0.5,0.0026701265000948606,0.0005495050286051618,0.003951881981624145,-0.02856479410371991,0.06863168780382735,0.03341671052271779,3459.989578338532,False
7,stress,10062,gain_scheduled_lqr,2.5,0.18504744323037203,0.06894322096116112,0.2853725890852592,0.18676784828783347,0.0686767435681617,0.2830745709235873,0.12056530778463648,-0.00014993164062498954,0.07981155395507812,0.05056530778463647,0.19056530778463648,-0.08,0.08,0.06448213544573556,0.06909315260178611,0.2055610351301811,not_applicable,0.0,False,3139.3782925747114,-0.10756530419273316,0.4018206300465545,40.348174189944174,40.42476828049234,40.001131761208995,0.35,0.0,True,True,81971.73309326172,6195.226102903411,20.995925400097143,6.067116078316283e-06,116.43046467575843,1.2089415706681728,1.0388272811690047,1.3554360679161346,1.3044208428948538,0.5192310882170614,0.5,0.0026701265000948606,0.0005495050286051618,0.003951881981624145,-0.02856479410371991,0.06863168780382735,0.03341671052271779,3459.989578338532,False
7,stress,10062,gain_scheduled_lqr,3.0,0.19843022995596227,0.06900585049492056,0.31985986990044296,0.19686282076301068,0.06892919191317007,0.3289295395669438,0.12081018518518519,-0.00017935302734374547,0.07972920898437501,0.05081018518518518,0.1908101851851852,-0.08,0.08,0.07762004477077708,0.0691852035222643,0.24013066091606794,not_applicable,0.0,False,3123.388363508292,-0.11277880677000399,0.40191568368588926,40.72706530025705,40.348174189944174,40.215687170507536,0.35,0.0,True,True,81959.38134765625,6193.341204448907,20.98953738670099,6.078944807539934e-06,116.58648757581439,1.2089415706681728,1.0388272811690047,1.3554360679161346,1.3044208428948538,0.5192310882170614,0.5,0.0026701265000948606,0.0005495050286051618,0.003951881981624145,-0.02856479410371991,0.06863168780382735,0.03341671052271779,3459.989578338532,True
7,stress,10062,gain_scheduled_lqr,3.5,0.21044856826813446,0.06906817617158403,0.3543783882122375,0.2143725872491469,0.06864915960133479,0.3572635819677306,0.12109750085733882,-0.00020858398437501036,0.07963220092773438,0.051097500857338815,0.19109750085733884,-0.08,0.08,0.08935106741079564,0.06927676015595904,0.2747461872845031,not_applicable,0.0,False,3108.853404375679,-0.11746104953889655,0.40202462079258067,40.71670989833616,40.72706530025705,40.5318414353754,0.35,0.0,True,True,81944.83013916016,6191.180999058791,20.98221634458463,6.092909457438382e-06,116.77280978901761,1.2089415706681728,1.0388272811690047,1.3554360679161346,1.3044208428948538,0.5192310882170614,0.5,0.0026701265000948606,0.0005495050286051618,0.003951881981624145,-0.02856479410371991,0.06863168780382735,0.03341671052271779,3459.989578338532,True
7,stress,10062,gain_scheduled_lqr,4.0,0.2212444498077039,0.06913022541781724,0.38892799908580006,0.21922839983911716,0.06845203953181943,0.38902307587426577,0.12142661179698216,-0.00023762451171874255,0.079520625,0.05142661179698216,0.19142661179698217,-0.08,0.08,0.09981783801072175,0.06936784992953599,0.30940737408580005,not_applicable,0.0,False,3095.6041403127256,-0.12166723149205497,0.40214698367832524,40.771786152983495,40.71670989833616,40.64613445966496,0.35,0.0,True,True,81928.09375,6188.754562618874,20.973993032370615,6.109010875788256e-06,116.98964460954748,1.2089415706681728,1.0388272811690047,1.3554360679161346,1.3044208428948538,0.5192310882170614,0.5,0.0026701265000948606,0.0005495050286051618,0.003951881981624145,-0.02856479410371991,0.06863168780382735,0.03341671052271779,3459.989578338532,True
7,stress,10062,gain_scheduled_lqr,4.5,0.23094508775106612,0.069192022453046,0.42350857048320717,0.22847320932341592,0.06907104268891738,0.4247947352224345,0.121796875,-0.00026647460937499756,0.07939457641601563,0.05179687499999999,0.191796875,-0.08,0.08,0.10914821275106612,0.06945849706242099,0.34411399406719156,not_applicable,0.0,False,3083.4895380561147,-0.12544682699452592,0.40228237351219553,41.3124140390351,40.771786152983495,40.7238173256686,0.35,0.0,True,True,81909.18646240234,6186.0698038826085,20.964894253212666,6.127252022788831e-06,117.23718467724717,1.2089415706681728,1.0388272811690047,1.3554360679161346,1.3044208428948538,0.5192310882170614,0.5,0.0026701265000948606,0.0005495050286051618,0.003951881981624145,-0.02856479410371991,0.06863168780382735,0.03341671052271779,3459.989578338532,True
